filename,groundtruth
015987-num9.png,1
012846-num9.png,1
002415-num1.png,0
059902-num1.png,0
017410-num9.png,1
010027-num1.png,0
002385-num9.png,1
000982-num1.png,0
040319-num1.png,0
044687-num9.png,1
008464-num1.png,0
008602-num1.png,0
032816-num9.png,1
046276-num1.png,0
016148-num1.png,0
036947-num1.png,0
034126-num9.png,1
024413-num9.png,1
010878-num1.png,0
057322-num1.png,0
029233-num1.png,0
037579-num1.png,0
003912-num9.png,1
039096-num9.png,1
030328-num9.png,1
039560-num1.png,0
035188-num9.png,1
048130-num9.png,1
003212-num1.png,0
015649-num1.png,0
040921-num1.png,0
031887-num1.png,0
034341-num9.png,1
040047-num9.png,1
035189-num9.png,1
030829-num1.png,0
003583-num9.png,1
003913-num9.png,1
039707-num1.png,0
045944-num9.png,1
026226-num9.png,1
033045-num1.png,0
000319-num9.png,1
057410-num1.png,0
021477-num1.png,0
006010-num9.png,1
013273-num1.png,0
011112-num1.png,0
011682-num9.png,1
004117-num9.png,1
009550-num1.png,0
021476-num1.png,0
034615-num9.png,1
042884-num9.png,1
028058-num9.png,1
048603-num9.png,1
001640-num1.png,0
020848-num1.png,0
013272-num1.png,0
039953-num9.png,1
006977-num1.png,0
009469-num9.png,1
017323-num9.png,1
005577-num9.png,1
049262-num9.png,1
024919-num9.png,1
002326-num1.png,0
038454-num1.png,0
008131-num1.png,0
037115-num9.png,1
004949-num9.png,1
043583-num1.png,0
054177-num1.png,0
038455-num1.png,0
024588-num9.png,1
059756-num9.png,1
055648-num9.png,1
004248-num1.png,0
018663-num1.png,0
035013-num9.png,1
046722-num1.png,0
054310-num1.png,0
056071-num1.png,0
008070-num1.png,0
020830-num9.png,1
008586-num9.png,1
018545-num1.png,0
041033-num9.png,1
038985-num1.png,0
015865-num1.png,0
028246-num1.png,0
057469-num9.png,1
007757-num9.png,1
041954-num1.png,0
041254-num9.png,1
051761-num9.png,1
037233-num9.png,1
007756-num9.png,1
021669-num9.png,1
023998-num9.png,1
013154-num1.png,0
001700-num1.png,0
016602-num9.png,1
004056-num9.png,1
053539-num1.png,0
026867-num1.png,0
031265-num1.png,0
033862-num9.png,1
024006-num9.png,1
052061-num9.png,1
048524-num9.png,1
011934-num9.png,1
054369-num9.png,1
052906-num1.png,0
031264-num1.png,0
040634-num9.png,1
033105-num1.png,0
021751-num1.png,0
007898-num1.png,0
052060-num9.png,1
000959-num1.png,0
023656-num1.png,0
029114-num1.png,0
006395-num1.png,0
014037-num9.png,1
030969-num1.png,0
045437-num1.png,0
036306-num9.png,1
052535-num9.png,1
023303-num1.png,0
045651-num1.png,0
057005-num1.png,0
040861-num1.png,0
003852-num9.png,1
039646-num1.png,0
004503-num9.png,1
011760-num1.png,0
041638-num1.png,0
048916-num1.png,0
021595-num9.png,1
031556-num1.png,0
040860-num1.png,0
023302-num1.png,0
045650-num1.png,0
036161-num9.png,1
057794-num9.png,1
024553-num9.png,1
042967-num1.png,0
034590-num1.png,0
040696-num1.png,0
034066-num9.png,1
030137-num1.png,0
044931-num9.png,1
041701-num9.png,1
056603-num1.png,0
037290-num1.png,0
053833-num1.png,0
005494-num1.png,0
010301-num1.png,0
012060-num1.png,0
017550-num9.png,1
053154-num9.png,1
043197-num1.png,0
056602-num1.png,0
018976-num9.png,1
039288-num1.png,0
041090-num1.png,0
016799-num9.png,1
030850-num9.png,1
035396-num1.png,0
012207-num1.png,0
034838-num9.png,1
049880-num9.png,1
017551-num9.png,1
017737-num9.png,1
049380-num1.png,0
031198-num1.png,0
047899-num9.png,1
038226-num1.png,0
004066-num1.png,0
040605-num1.png,0
052051-num1.png,0
042702-num1.png,0
055600-num9.png,1
004901-num9.png,1
022158-num1.png,0
014734-num1.png,0
053998-num9.png,1
016455-num1.png,0
003636-num9.png,1
000269-num1.png,0
023390-num1.png,0
021997-num9.png,1
034292-num9.png,1
033353-num9.png,1
040604-num1.png,0
034992-num1.png,0
032732-num9.png,1
030453-num9.png,1
022061-num9.png,1
051750-num1.png,0
043862-num9.png,1
027737-num1.png,0
035163-num1.png,0
002957-num1.png,0
000350-num9.png,1
035804-num9.png,1
041792-num9.png,1
032555-num9.png,1
043863-num9.png,1
054261-num9.png,1
046435-num9.png,1
037593-num9.png,1
058689-num1.png,0
030452-num9.png,1
017035-num1.png,0
050209-num9.png,1
014859-num1.png,0
018021-num9.png,1
046496-num1.png,0
025364-num1.png,0
008514-num9.png,1
017560-num1.png,0
002703-num9.png,1
033558-num1.png,0
040269-num9.png,1
059114-num1.png,0
012050-num9.png,1
017706-num1.png,0
028722-num9.png,1
046161-num9.png,1
014858-num1.png,0
037531-num1.png,0
051595-num9.png,1
030360-num9.png,1
025103-num1.png,0
014358-num9.png,1
016039-num9.png,1
035436-num1.png,0
027262-num1.png,0
025865-num9.png,1
012051-num9.png,1
059373-num1.png,0
049420-num1.png,0
002702-num9.png,1
042109-num9.png,1
012237-num9.png,1
046058-num1.png,0
044339-num1.png,0
048927-num9.png,1
029124-num9.png,1
032138-num1.png,0
048041-num1.png,0
033606-num9.png,1
052505-num1.png,0
047766-num9.png,1
014796-num9.png,1
011536-num9.png,1
048040-num1.png,0
018688-num9.png,1
003104-num9.png,1
016367-num1.png,0
048226-num1.png,0
047291-num1.png,0
033461-num9.png,1
024563-num1.png,0
055855-num1.png,0
031700-num9.png,1
034930-num9.png,1
049988-num9.png,1
031566-num9.png,1
056135-num9.png,1
032706-num9.png,1
032096-num1.png,0
011499-num9.png,1
053405-num1.png,0
039049-num1.png,0
047158-num1.png,0
000364-num9.png,1
015361-num1.png,0
048888-num9.png,1
037237-num1.png,0
043131-num1.png,0
044296-num1.png,0
053662-num1.png,0
027564-num1.png,0
011308-num1.png,0
002794-num1.png,0
005655-num1.png,0
049326-num1.png,0
019018-num1.png,0
034668-num9.png,1
040098-num1.png,0
015860-num9.png,1
007752-num1.png,0
012531-num9.png,1
041369-num9.png,1
014701-num1.png,0
003465-num9.png,1
031261-num9.png,1
052903-num9.png,1
033366-num9.png,1
015959-num1.png,0
045301-num9.png,1
046539-num1.png,0
029445-num9.png,1
001095-num1.png,0
035908-num1.png,0
026104-num1.png,0
019120-num9.png,1
036657-num1.png,0
009673-num9.png,1
057732-num9.png,1
056559-num1.png,0
001250-num9.png,1
008418-num1.png,0
029110-num9.png,1
001036-num9.png,1
039425-num9.png,1
036164-num1.png,0
057267-num9.png,1
052531-num1.png,0
029111-num9.png,1
048074-num1.png,0
016853-num9.png,1
011992-num9.png,1
058727-num1.png,0
039642-num9.png,1
004507-num1.png,0
011292-num1.png,0
042963-num9.png,1
052530-num1.png,0
021067-num9.png,1
050437-num1.png,0
036165-num1.png,0
045654-num9.png,1
044935-num1.png,0
056607-num9.png,1
022501-num9.png,1
018015-num9.png,1
051930-num9.png,1
023059-num1.png,0
012202-num9.png,1
017554-num1.png,0
010305-num9.png,1
044234-num9.png,1
001369-num1.png,0
030854-num1.png,0
027256-num1.png,0
043193-num9.png,1
000631-num9.png,1
012203-num9.png,1
007060-num1.png,0
049884-num1.png,0
005301-num1.png,0
013806-num9.png,1
058242-num9.png,1
001734-num1.png,0
013160-num1.png,0
045331-num1.png,0
034761-num9.png,1
047050-num1.png,0
017698-num9.png,1
026353-num9.png,1
052055-num9.png,1
047236-num1.png,0
036666-num9.png,1
038419-num9.png,1
048980-num9.png,1
013307-num1.png,0
006164-num9.png,1
011900-num9.png,1
016451-num9.png,1
018448-num9.png,1
011200-num1.png,0
058243-num9.png,1
021765-num1.png,0
031250-num1.png,0
023404-num1.png,0
009643-num1.png,0
038388-num1.png,0
052232-num9.png,1
040190-num1.png,0
037206-num9.png,1
008222-num1.png,0
022065-num1.png,0
053435-num9.png,1
030457-num1.png,0
041961-num1.png,0
025634-num9.png,1
037060-num9.png,1
045909-num1.png,0
005664-num9.png,1
049817-num1.png,0
007505-num9.png,1
010897-num1.png,0
005892-num9.png,1
002953-num9.png,1
031869-num1.png,0
005402-num9.png,1
015851-num1.png,0
020495-num9.png,1
020163-num1.png,0
054793-num9.png,1
054965-num9.png,1
022902-num9.png,1
027732-num9.png,1
000355-num1.png,0
005893-num9.png,1
033799-num1.png,0
028015-num1.png,0
045598-num1.png,0
051900-num1.png,0
046492-num9.png,1
027967-num1.png,0
025696-num1.png,0
046802-num9.png,1
037534-num9.png,1
030693-num9.png,1
051200-num9.png,1
056637-num1.png,0
029018-num9.png,1
046302-num1.png,0
026559-num1.png,0
021498-num1.png,0
017702-num9.png,1
000466-num1.png,0
032963-num9.png,1
030364-num1.png,0
027790-num1.png,0
001859-num1.png,0
006998-num1.png,0
054557-num1.png,0
032005-num1.png,0
041734-num9.png,1
046165-num1.png,0
051901-num1.png,0
025697-num1.png,0
010152-num1.png,0
059111-num9.png,1
029846-num9.png,1
001960-num9.png,1
011533-num1.png,0
016694-num1.png,0
003867-num9.png,1
045893-num1.png,0
019623-num1.png,0
021230-num1.png,0
024090-num1.png,0
059028-num1.png,0
045403-num1.png,0
050396-num1.png,0
024566-num9.png,1
055850-num9.png,1
007169-num1.png,0
047994-num1.png,0
045665-num1.png,0
052291-num1.png,0
050896-num9.png,1
029347-num1.png,0
014964-num1.png,0
048222-num9.png,1
022398-num1.png,0
058717-num9.png,1
029847-num9.png,1
022898-num9.png,1
053058-num1.png,0
031094-num9.png,1
024701-num9.png,1
009817-num9.png,1
034052-num9.png,1
052500-num9.png,1
019622-num1.png,0
050397-num1.png,0
042035-num9.png,1
057170-num1.png,0
034874-num1.png,0
023976-num9.png,1
001321-num1.png,0
014142-num9.png,1
003226-num1.png,0
004611-num9.png,1
039554-num1.png,0
048862-num1.png,0
016923-num1.png,0
014324-num9.png,1
057317-num1.png,0
009256-num1.png,0
019295-num9.png,1
028538-num9.png,1
040215-num9.png,1
021686-num9.png,1
040073-num9.png,1
021870-num9.png,1
057487-num9.png,1
002989-num9.png,1
053119-num1.png,0
001820-num9.png,1
022549-num9.png,1
039555-num1.png,0
006717-num9.png,1
013574-num1.png,0
003927-num9.png,1
003041-num1.png,0
007110-num9.png,1
023128-num9.png,1
007876-num1.png,0
049564-num9.png,1
005017-num9.png,1
054417-num1.png,0
053020-num9.png,1
008451-num1.png,0
056980-num1.png,0
049703-num9.png,1
059236-num9.png,1
015745-num9.png,1
059050-num9.png,1
049565-num9.png,1
007877-num1.png,0
037474-num9.png,1
037182-num1.png,0
056511-num1.png,0
030043-num1.png,0
018165-num1.png,0
035715-num9.png,1
053247-num9.png,1
054386-num9.png,1
054416-num1.png,0
025046-num9.png,1
030225-num1.png,0
054886-num1.png,0
017317-num9.png,1
042289-num9.png,1
012441-num1.png,0
028833-num9.png,1
049030-num9.png,1
017487-num1.png,0
027884-num9.png,1
032677-num1.png,0
046087-num9.png,1
018656-num1.png,0
054143-num1.png,0
043927-num1.png,0
032411-num1.png,0
022842-num9.png,1
013689-num1.png,0
000072-num1.png,0
042518-num1.png,0
007623-num9.png,1
039139-num9.png,1
051472-num9.png,1
022343-num1.png,0
056923-num9.png,1
032380-num9.png,1
052872-num1.png,0
055523-num1.png,0
026212-num9.png,1
052372-num9.png,1
031480-num9.png,1
004345-num9.png,1
003284-num9.png,1
016981-num9.png,1
058493-num1.png,0
011840-num9.png,1
035878-num9.png,1
001383-num9.png,1
041918-num9.png,1
014886-num9.png,1
019051-num1.png,0
045787-num9.png,1
024814-num1.png,0
041589-num9.png,1
016776-num9.png,1
004122-num9.png,1
059207-num1.png,0
026428-num9.png,1
023118-num1.png,0
017885-num1.png,0
004089-num1.png,0
044682-num1.png,0
053976-num9.png,1
058539-num9.png,1
002677-num9.png,1
010023-num9.png,1
012342-num9.png,1
059060-num1.png,0
005940-num9.png,1
017384-num9.png,1
012842-num1.png,0
006479-num9.png,1
032482-num1.png,0
020546-num9.png,1
003149-num1.png,0
027817-num9.png,1
018833-num1.png,0
044375-num9.png,1
034844-num9.png,1
050577-num1.png,0
024387-num9.png,1
007788-num1.png,0
052616-num1.png,0
001177-num9.png,1
014314-num1.png,0
011442-num9.png,1
058891-num1.png,0
051949-num1.png,0
039702-num9.png,1
007789-num1.png,0
000648-num1.png,0
031675-num9.png,1
055920-num1.png,0
020188-num9.png,1
003587-num1.png,0
029236-num9.png,1
014815-num9.png,1
051248-num9.png,1
050023-num1.png,0
036571-num1.png,0
009555-num9.png,1
040516-num1.png,0
052342-num1.png,0
042881-num1.png,0
024825-num9.png,1
033041-num9.png,1
040770-num1.png,0
024143-num1.png,0
031320-num9.png,1
023574-num9.png,1
037029-num9.png,1
058155-num1.png,0
039030-num9.png,1
003742-num9.png,1
045941-num1.png,0
052843-num9.png,1
023575-num9.png,1
057385-num1.png,0
040987-num1.png,0
047120-num9.png,1
033226-num9.png,1
048461-num1.png,0
039957-num1.png,0
014427-num1.png,0
010576-num9.png,1
000043-num9.png,1
017827-num9.png,1
042529-num9.png,1
047019-num1.png,0
031918-num9.png,1
019158-num1.png,0
056212-num9.png,1
037681-num9.png,1
043071-num1.png,0
054485-num1.png,0
018666-num9.png,1
056912-num1.png,0
035786-num9.png,1
011248-num1.png,0
037877-num9.png,1
035270-num1.png,0
041480-num9.png,1
013129-num1.png,0
025745-num1.png,0
002823-num1.png,0
031919-num9.png,1
034729-num9.png,1
045879-num9.png,1
010577-num9.png,1
047788-num9.png,1
005714-num1.png,0
017826-num9.png,1
018401-num9.png,1
011249-num1.png,0
056075-num9.png,1
025744-num1.png,0
037110-num1.png,0
020974-num1.png,0
043916-num9.png,1
004390-num1.png,0
011405-num1.png,0
011895-num1.png,0
025698-num9.png,1
011663-num1.png,0
013992-num1.png,0
014853-num1.png,0
031633-num1.png,0
034493-num1.png,0
055000-num1.png,0
023901-num9.png,1
019085-num9.png,1
052651-num9.png,1
036594-num1.png,0
036062-num9.png,1
027968-num9.png,1
025699-num9.png,1
053308-num1.png,0
011404-num1.png,0
004667-num9.png,1
001131-num1.png,0
055267-num1.png,0
021807-num9.png,1
009221-num1.png,0
026730-num9.png,1
020990-num1.png,0
030035-num1.png,0
041193-num1.png,0
035763-num9.png,1
051836-num1.png,0
020290-num9.png,1
041603-num9.png,1
037664-num9.png,1
058088-num9.png,1
049283-num1.png,0
026199-num9.png,1
057259-num9.png,1
007491-num1.png,0
049983-num9.png,1
032133-num1.png,0
022896-num1.png,0
037393-num1.png,0
029849-num1.png,0
053930-num1.png,0
058719-num1.png,0
056090-num9.png,1
018874-num9.png,1
054607-num1.png,0
029349-num9.png,1
059027-num9.png,1
057258-num9.png,1
002630-num1.png,0
012495-num9.png,1
044891-num1.png,0
027605-num9.png,1
020232-num1.png,0
022153-num1.png,0
013308-num9.png,1
008484-num9.png,1
033358-num9.png,1
002103-num1.png,0
015967-num1.png,0
012436-num1.png,0
030096-num9.png,1
054353-num1.png,0
046507-num1.png,0
053764-num9.png,1
043951-num1.png,0
039828-num1.png,0
011068-num9.png,1
025565-num9.png,1
043037-num9.png,1
037331-num9.png,1
040468-num1.png,0
059573-num9.png,1
036669-num1.png,0
015790-num1.png,0
059085-num1.png,0
017107-num9.png,1
011337-num1.png,0
003095-num9.png,1
039911-num9.png,1
039077-num1.png,0
014607-num9.png,1
058112-num9.png,1
010399-num1.png,0
057453-num1.png,0
023755-num1.png,0
017958-num9.png,1
012768-num9.png,1
049489-num9.png,1
046659-num9.png,1
035168-num1.png,0
039076-num1.png,0
043369-num1.png,0
006234-num9.png,1
014196-num1.png,0
042457-num9.png,1
033961-num9.png,1
031366-num1.png,0
023532-num1.png,0
017959-num9.png,1
009775-num1.png,0
024863-num1.png,0
031866-num9.png,1
052304-num9.png,1
017259-num1.png,0
015138-num1.png,0
038748-num9.png,1
030263-num9.png,1
044493-num1.png,0
022437-num9.png,1
029878-num9.png,1
030963-num1.png,0
008416-num9.png,1
010055-num9.png,1
028446-num9.png,1
010933-num1.png,0
021068-num1.png,0
051807-num9.png,1
041454-num1.png,0
006668-num9.png,1
037433-num1.png,0
008671-num9.png,1
043553-num1.png,0
054451-num9.png,1
050439-num9.png,1
000707-num9.png,1
023308-num1.png,0
005937-num9.png,1
007330-num1.png,0
005051-num1.png,0
010232-num9.png,1
017605-num1.png,0
002600-num9.png,1
005237-num1.png,0
017195-num9.png,1
057268-num1.png,0
020898-num1.png,0
058610-num1.png,0
056199-num9.png,1
006537-num1.png,0
003797-num1.png,0
024606-num1.png,0
036934-num9.png,1
009910-num1.png,0
028718-num1.png,0
047664-num9.png,1
021336-num9.png,1
023931-num1.png,0
028088-num9.png,1
042132-num1.png,0
007599-num1.png,0
023057-num9.png,1
004657-num1.png,0
016265-num1.png,0
020409-num1.png,0
020899-num1.png,0
042855-num9.png,1
033095-num1.png,0
059849-num1.png,0
024197-num9.png,1
024461-num1.png,0
042133-num1.png,0
007208-num9.png,1
050501-num1.png,0
045762-num9.png,1
036935-num9.png,1
047403-num9.png,1
037938-num1.png,0
043358-num9.png,1
013590-num1.png,0
001632-num9.png,1
021394-num1.png,0
050232-num1.png,0
047830-num1.png,0
038779-num1.png,0
024352-num1.png,0
031131-num9.png,1
055702-num9.png,1
040561-num1.png,0
034667-num1.png,0
037939-num1.png,0
006062-num1.png,0
001455-num9.png,1
058123-num1.png,0
042601-num1.png,0
031130-num9.png,1
026954-num9.png,1
045236-num9.png,1
050055-num1.png,0
052334-num1.png,0
036997-num1.png,0
023502-num9.png,1
024135-num1.png,0
056965-num1.png,0
022305-num9.png,1
056003-num9.png,1
030551-num9.png,1
013338-num1.png,0
043006-num1.png,0
020202-num9.png,1
042738-num9.png,1
012406-num9.png,1
